married,gender,churn,contract,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,dependent,dataset
No,Female,No,One year,None,Yes,No,No,Yes,Yes,No,Yes,No,Yes,eCheck,63.0,139.98,No,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Autopay,64.0,159.97,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,None,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Autopay,64.0,130.0,Yes,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Autopay,46.0,242.61,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Check,62.0,114.97,Yes,WGU Telecom Co.
No,Male,No,One year,None,Yes,No,No,No,No,Yes,Yes,No,Yes,Autopay,62.0,117.47,No,WGU Telecom Co.
Yes,Female,No,Month-to-month,None,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Autopay,65.0,159.99,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,No,eCheck,66.0,127.5,No,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,No,No,No,No,Yes,No,Yes,Yes,No,Autopay,57.0,220.13,Yes,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,Yes,No,No,No,Yes,Yes,No,No,eCheck,58.0,162.45,Yes,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Check,71.0,159.95,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Autopay,59.0,157.48,Yes,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,eCheck,48.0,197.47,No,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,Check,64.0,202.44,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Autopay,49.0,117.44,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,eCheck,48.0,184.97,Yes,WGU Telecom Co.
No,Nonbinary,No,One year,None,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Autopay,69.0,139.98,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Check,51.0,242.63,Yes,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Autopay,62.0,202.64,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Check,58.0,162.47,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,eCheck,44.0,159.93,Yes,WGU Telecom Co.
Yes,Male,No,One year,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Yes,eCheck,70.0,152.46,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Autopay,48.0,164.99,Yes,WGU Telecom Co.
Yes,Male,No,One year,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,eCheck,52.0,207.61,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Check,54.0,154.98,Yes,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,eCheck,67.0,187.48,No,WGU Telecom Co.
Yes,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,Yes,No,eCheck,54.0,162.45,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Autopay,67.0,144.99,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,eCheck,48.0,214.97,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Autopay,70.0,179.95,No,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,50.0,255.14,No,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Autopay,49.0,162.48,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Autopay,54.0,252.64,No,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Autopay,55.0,164.99,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,eCheck,70.0,137.47,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Check,65.0,149.99,No,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,eCheck,71.0,172.46,No,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Autopay,54.0,172.49,No,WGU Telecom Co.
Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Autopay,49.0,179.98,Yes,WGU Telecom Co.
No,Female,No,Two year,None,Yes,Yes,No,Yes,Yes,No,No,No,No,Autopay,64.0,147.5,Yes,WGU Telecom Co.
No,Male,No,One year,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Check,70.0,174.96,No,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Autopay,72.0,179.95,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,No,Autopay,71.0,117.44,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,No,No,No,No,Yes,No,No,Yes,Yes,Check,66.0,139.96,Yes,WGU Telecom Co.
Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,eCheck,56.0,192.47,No,WGU Telecom Co.
Yes,Male,No,Month-to-month,Fiber Optic,No,No,No,No,Yes,No,No,Yes,No,eCheck,55.0,159.96,No,WGU Telecom Co.
Yes,Male,No,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Autopay,69.0,202.65,Yes,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Autopay,51.0,149.94,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Autopay,50.0,137.49,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,No,Yes,No,Yes,No,No,Yes,No,No,eCheck,61.0,172.44,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Autopay,67.0,202.44,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,eCheck,53.0,137.47,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Check,60.0,172.48,No,WGU Telecom Co.
Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,eCheck,69.0,235.16,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,No,Check,63.0,127.5,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Autopay,50.0,182.48,No,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Autopay,70.0,262.61,Yes,WGU Telecom Co.
Yes,Male,No,Two year,None,Yes,No,No,No,Yes,No,Yes,No,Yes,Autopay,52.0,117.49,Yes,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Autopay,69.0,162.47,No,WGU Telecom Co.
No,Female,No,One year,None,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Autopay,61.0,210.16,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,eCheck,54.0,174.98,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Autopay,61.0,149.95,Yes,WGU Telecom Co.
No,Female,No,One year,None,No,No,Yes,No,Yes,No,Yes,No,Yes,Check,71.0,120.0,No,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Check,71.0,237.65,Yes,WGU Telecom Co.
Yes,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Autopay,62.0,184.98,Yes,WGU Telecom Co.
No,Female,No,Two year,None,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,eCheck,69.0,182.49,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Autopay,52.0,192.44,No,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Autopay,70.0,159.96,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,No,eCheck,45.0,174.97,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Autopay,56.0,159.96,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,eCheck,59.0,159.93,No,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,No,eCheck,57.0,194.96,No,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Autopay,70.0,202.64,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,Check,70.0,127.48,Yes,WGU Telecom Co.
No,Male,No,Two year,None,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Autopay,49.0,119.99,No,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,eCheck,68.0,192.46,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Autopay,57.0,169.94,Yes,WGU Telecom Co.
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,eCheck,63.0,182.46,No,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Autopay,45.0,172.47,No,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Autopay,54.0,139.95,Yes,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Autopay,70.0,197.47,Yes,WGU Telecom Co.
Yes,Male,No,One year,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,No,eCheck,69.0,174.96,No,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Check,67.0,202.65,No,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Check,61.0,157.48,No,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,No,eCheck,59.0,184.96,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,Yes,No,Yes,No,No,No,No,Yes,Check,67.0,134.98,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,No,No,Yes,No,No,Yes,No,No,Check,58.0,139.93,No,WGU Telecom Co.
Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,No,Check,65.0,139.96,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,eCheck,63.0,240.11,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Check,62.0,204.95,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Autopay,60.0,194.98,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,DSL,No,No,Yes,No,No,No,Yes,No,Yes,Autopay,70.0,119.96,No,WGU Telecom Co.
Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Check,45.0,169.94,Yes,WGU Telecom Co.
Yes,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Autopay,71.0,192.44,Yes,WGU Telecom Co.
No,Nonbinary,No,Month-to-month,None,No,No,No,No,No,No,Yes,No,No,Check,72.0,104.96,No,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,eCheck,54.0,207.47,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,None,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Autopay,59.0,210.15,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,eCheck,57.0,202.44,No,WGU Telecom Co.
Yes,Male,No,Month-to-month,None,Yes,No,No,No,No,Yes,No,No,No,Autopay,69.0,92.49,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Autopay,48.0,114.97,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,None,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Check,71.0,162.5,Yes,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,No,No,No,No,No,Autopay,58.0,149.97,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,Yes,No,Yes,No,No,No,Yes,No,Check,63.0,169.97,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,None,No,No,Yes,No,No,Yes,No,Yes,Yes,Autopay,68.0,129.99,No,WGU Telecom Co.
No,Female,No,Two year,None,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,61.0,242.66,No,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,No,No,Yes,No,Yes,No,Yes,Yes,eCheck,65.0,149.97,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,No,eCheck,63.0,212.62,No,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,No,eCheck,71.0,182.45,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,eCheck,69.0,204.96,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Autopay,67.0,107.53,No,WGU Telecom Co.
Yes,Female,No,Two year,DSL,Yes,Yes,Yes,No,No,No,No,Yes,No,Autopay,70.0,162.47,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Check,57.0,242.61,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,No,Check,57.0,127.5,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,eCheck,68.0,124.96,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,Yes,No,No,Yes,No,No,No,No,eCheck,56.0,125.01,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,No,Check,66.0,162.47,Yes,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Yes,Autopay,54.0,230.11,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Check,46.0,192.47,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Autopay,66.0,194.97,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Check,61.0,130.02,No,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,eCheck,66.0,164.99,Yes,WGU Telecom Co.
Yes,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Autopay,57.0,232.62,No,WGU Telecom Co.
No,Female,No,One year,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,eCheck,62.0,212.67,Yes,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,eCheck,53.0,184.97,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,No,Yes,No,Yes,No,No,Yes,No,Check,48.0,142.48,Yes,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Autopay,70.0,265.15,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,Yes,No,No,No,Yes,No,No,Yes,eCheck,66.0,124.99,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,60.0,222.61,Yes,WGU Telecom Co.
Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Autopay,55.0,257.64,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,eCheck,54.0,162.45,Yes,WGU Telecom Co.
No,Male,No,One year,None,Yes,No,Yes,Yes,Yes,No,No,Yes,No,eCheck,63.0,152.5,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,No,eCheck,57.0,179.97,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Check,65.0,182.46,Yes,WGU Telecom Co.
No,Male,No,One year,None,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Check,64.0,159.98,No,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,No,Check,49.0,114.95,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,No,No,No,Yes,No,No,No,Yes,eCheck,63.0,104.98,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,eCheck,58.0,92.46,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Autopay,48.0,162.48,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Autopay,60.0,275.12,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,No,Yes,No,Check,61.0,172.47,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Check,64.0,207.61,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Check,52.0,202.64,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,eCheck,53.0,172.46,No,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Autopay,69.0,190.13,Yes,WGU Telecom Co.
Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Check,64.0,275.13,Yes,WGU Telecom Co.
Yes,Female,No,One year,None,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Autopay,60.0,230.13,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Autopay,64.0,255.16,Yes,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,No,Yes,Yes,No,No,No,Yes,No,eCheck,50.0,152.46,Yes,WGU Telecom Co.
No,Male,No,Two year,None,Yes,No,No,No,No,Yes,Yes,No,No,eCheck,46.0,117.47,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Autopay,69.0,167.46,Yes,WGU Telecom Co.
No,Male,No,One year,DSL,Yes,Yes,No,No,No,No,Yes,Yes,No,Check,66.0,220.11,Yes,WGU Telecom Co.
No,Male,No,Two year,None,Yes,No,No,Yes,Yes,No,No,Yes,Yes,eCheck,71.0,149.98,Yes,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Check,67.0,202.65,Yes,WGU Telecom Co.
No,Nonbinary,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,Autopay,60.0,169.94,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,eCheck,47.0,149.94,Yes,WGU Telecom Co.
No,Male,No,One year,DSL,Yes,No,No,No,Yes,No,No,No,No,Check,52.0,104.98,Yes,WGU Telecom Co.
No,Male,No,One year,DSL,Yes,No,No,Yes,No,No,No,No,No,Check,61.0,114.95,Yes,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,eCheck,50.0,265.15,Yes,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,54.0,144.96,Yes,WGU Telecom Co.
Yes,Male,Yes,Month-to-month,None,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Autopay,56.0,230.13,No,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,No,Yes,Yes,No,No,No,No,No,Autopay,59.0,104.99,Yes,WGU Telecom Co.
Yes,Male,No,One year,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Check,47.0,165.02,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Check,48.0,220.13,Yes,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Autopay,61.0,230.11,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,No,Yes,No,Yes,No,No,Yes,No,Autopay,57.0,130.01,No,WGU Telecom Co.
Yes,Female,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No,No,Check,70.0,104.96,Yes,WGU Telecom Co.
Yes,Male,Yes,Two year,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Autopay,45.0,242.61,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,eCheck,59.0,194.98,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Check,57.0,142.48,No,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Autopay,44.0,157.48,No,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Check,48.0,159.97,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,eCheck,68.0,195.01,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,No,Check,64.0,172.46,Yes,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,eCheck,67.0,200.12,Yes,WGU Telecom Co.
No,Female,No,Two year,None,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Autopay,60.0,220.15,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Autopay,44.0,149.96,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Autopay,66.0,174.99,Yes,WGU Telecom Co.
Yes,Male,No,Two year,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,eCheck,64.0,134.95,Yes,WGU Telecom Co.
No,Female,No,One year,None,No,Yes,No,Yes,No,No,Yes,Yes,Yes,eCheck,64.0,230.13,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Check,57.0,159.93,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,45.0,210.15,No,WGU Telecom Co.
No,Male,No,Two year,DSL,No,No,No,Yes,No,No,Yes,No,No,eCheck,60.0,139.93,Yes,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Check,64.0,159.95,Yes,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Autopay,67.0,162.5,Yes,WGU Telecom Co.
No,Nonbinary,No,One year,DSL,Yes,No,No,Yes,No,No,No,No,No,Check,59.0,114.95,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,None,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Check,46.0,232.67,No,WGU Telecom Co.
Yes,Male,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,eCheck,66.0,174.96,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,None,Yes,No,No,Yes,No,Yes,No,No,No,eCheck,70.0,114.98,Yes,WGU Telecom Co.
No,Nonbinary,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes,No,eCheck,50.0,184.96,No,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Autopay,37.0,112.46,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Check,68.0,104.98,Yes,WGU Telecom Co.
No,Male,No,One year,None,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Check,43.0,150.02,Yes,WGU Telecom Co.
