CaseOrder,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,internet_service_DSL,internet_service_Fiber Optic,const
3812,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1
9290,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
5115,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1
1344,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1
8744,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1
5614,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1
1117,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
2177,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
216,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
1181,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1
3073,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
7724,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1
8013,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1
488,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
104,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1
3486,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
8220,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1
1297,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
9746,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7523,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7207,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1
6058,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
425,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1
1921,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1
9504,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1
536,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1
3836,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1
5467,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9313,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1
5447,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1
1898,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1
407,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1
117,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1
546,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1
1182,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
5057,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
2931,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1
839,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2713,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1
8559,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1
3433,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1
3649,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1
1915,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1
4882,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1
399,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1
2421,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1
3977,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1
7636,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1
7823,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1
422,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
8962,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1
8227,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
5821,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
1733,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
2135,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1
5449,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1
8396,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
1038,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1
9262,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1
321,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
1398,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
3331,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1
5615,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1
4295,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1
1933,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
8737,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1
2179,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1
1238,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1
7129,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1
7859,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1
9166,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1
8345,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1
5395,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1
2424,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1
7582,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1
4072,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1
1491,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1
9700,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1
7743,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1
7506,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1
7952,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1
2558,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
4744,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1
1436,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1
998,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1
6577,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1
9299,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1
373,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1
7778,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1
1393,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
161,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1
121,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1
3279,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1
6369,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1
8298,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1
171,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1
4595,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
3213,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1
9699,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1
7484,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1
5495,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1
4902,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1
2015,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1
4783,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1
275,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
6656,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1
2956,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
72,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
2554,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1
8569,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1
7647,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
440,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1
670,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5537,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1
689,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1
3390,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1
7356,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1
4311,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
3206,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
2197,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1
4979,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1
2538,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1
9260,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1
4157,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1
6501,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
15,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1
7802,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1
9309,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1
3092,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1
2481,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1
3509,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1
8189,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1
8799,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
2941,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1
9975,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1
8864,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
1204,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
7993,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1
5326,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1
4304,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1
4421,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1
1081,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1
4689,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1
5350,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1
8614,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
3894,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
2670,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1
9051,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
269,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
8229,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
3232,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
2210,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
8843,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
6128,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
6592,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
6749,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1
5483,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
6913,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1
5106,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1
9784,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1
815,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
9240,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
9721,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1
6213,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1
8718,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
9289,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1
8321,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1
8752,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1
5043,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1
7706,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1
2749,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1
8405,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1
5604,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1
4741,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
6117,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1
6957,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
9294,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1
7468,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1
5478,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1
1801,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1
6638,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
202,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1
4739,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1
4073,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1
9829,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1
9893,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1
3124,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
4451,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1
1609,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1
8730,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1
8349,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1
877,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1
6496,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1
699,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1
2951,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
5600,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1
1746,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
3863,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1
245,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1
8203,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1
3533,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1
9455,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1
4700,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1
3052,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1
105,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1
560,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1
7970,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1
495,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1
7201,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1
7599,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
7600,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1
5113,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1
4577,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1
7616,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1
7684,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
6081,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1
892,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1
8126,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1
3693,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1
9221,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1
8647,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1
5220,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1
3506,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1
6277,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
6134,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1
1634,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1
1435,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1
2457,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1
9435,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1
3316,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1
7754,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
4822,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1
6146,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1
9348,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
7085,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1
9775,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
3120,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1
1177,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1
3526,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
4155,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
2201,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1
6153,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1
9250,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1
3554,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1
683,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1
2795,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1
8797,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1
1266,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
8172,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1
2380,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1
2927,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
4982,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3495,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1
8854,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1
4565,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
80,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1
1206,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
2286,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1
3868,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1
7640,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1
831,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
6889,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1
5972,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7633,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
3050,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1
6055,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1
2033,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
6028,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1
4093,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1
9536,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1
4768,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1
3408,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
2573,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
6354,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1
1072,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1
780,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1
6696,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1
5653,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
5837,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1
2633,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1
1054,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1
1443,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1
2803,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1
7807,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1
6126,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1
5261,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1
5067,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1
3158,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1
5696,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1
4477,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
1148,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
6520,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1
9868,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1
149,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1
5363,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
5083,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1
5196,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1
132,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1
5110,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1
6352,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1
8738,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
9404,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1
3151,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
2605,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
8005,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1
253,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1
6978,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
6666,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1
6838,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1
6100,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1484,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
9381,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1
5916,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1
7411,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
3618,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
9645,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1
7115,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1
2401,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1
8654,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1
2133,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1
3036,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1
6056,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1
858,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1
8756,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1
4717,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1
5064,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
4353,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1
8846,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1
4568,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1
3769,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1
2727,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1
2400,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1
9326,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1
4058,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1
4344,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
5950,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1
2965,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
7576,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
3500,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1
5238,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1
9582,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1
8833,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
3634,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1
3126,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1
8901,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1
2234,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1
4379,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
4905,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1
1671,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1
2509,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
9491,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1
1758,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1
9850,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
679,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
772,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1
3245,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
7675,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1
2993,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1
3220,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1
5498,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1
2807,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
9222,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
3564,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1
7788,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1
5757,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1
5574,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1
894,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1
5774,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
5269,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1
8883,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1
6888,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1
8587,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1
48,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1
739,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1
3272,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
4980,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1
119,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
1572,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
6291,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
3427,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1
6343,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1
8959,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1
4390,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1
7718,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
8421,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1
5526,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1
8403,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
6325,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1
7657,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1
1252,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1
6380,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1
3761,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1
4935,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1
7731,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1
9403,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1
2005,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1
519,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1
1588,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1
8249,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1
6797,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
7811,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1
5947,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1
1500,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
3336,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
9674,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
7948,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1
9474,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1
8468,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1
2632,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
2600,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1
3325,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1
4810,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
1740,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1
9063,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1
2991,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1
9998,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
7196,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
2456,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1
5631,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1
2195,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1
4937,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1
6754,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1
