case_order,customer_id,interaction,city,state,county,zip,lat,lng,population,area,timezone,job,children,age,education,employment_type,income,marital_type,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening
4310,G48472,ae8673b4-9b7f-43b0-8927-13541b1a2606,Jupiter,FL,Palm Beach,33458,26.93749,-80.13191,56642,Suburban,US/Eastern,Psychiatric nurse,3.0,35,14,Full Time,46770,Separated,M,No,12.0,17,0,1,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,No,No,No,No,No,eCheck,7,136.48,983,5,3,3,4,4,3,4,5
4311,Z99425,55a5a858-ff7c-4c44-89c3-93cd7236752b,Saint James,MN,Watonwan,56081,43.99126,-94.62913,5835,Urban,US/Central,Psychiatrist,2.0,64,16,Full Time,54315,Divorced,F,No,10.0,12,1,0,No,Month-to-month,No,No,DSL,No,Yes,No,No,No,Yes,No,No,No,Autopay,14,138.15,1705,4,4,4,5,3,3,3,3
4312,M387930,571497be-8062-4d3c-9ccc-d3870d3a0fa5,Auburndale,MA,Middlesex,02466,42.34411,-71.24806,8761,Suburban,US/Eastern,Historic buildings inspector/conservation officer,1.0,79,12,Full Time,31063,Divorced,F,Yes,8.0,16,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Autopay,3,255.12,887,1,2,1,3,4,3,4,3
4313,M927991,158df643-3200-403a-8eb0-3f3bdd3c2bb5,Corinth,ME,Penobscot,04427,44.9806,-69.01076,2830,Suburban,US/Eastern,"Therapist, occupational",0.0,53,16,Unemployed,13470,Separated,F,No,1.0,12,2,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,No,eCheck,36,147.72,1281,4,4,4,4,3,4,5,4
4314,K76431,73b89c2a-b010-41d4-a497-0616d9195971,Ladson,SC,Dorchester,29456,32.98655,-80.11401,30609,Urban,US/Eastern,Medical laboratory scientific officer,1.0,57,11,Full Time,114390,Separated,F,No,10.0,18,1,0,No,One year,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Autopay,9,257.62,1984,2,2,3,5,2,5,3,4
4315,J241242,654a3834-4402-49cb-9934-21ab13d066a8,Grand Meadow,MN,Mower,55936,43.71374,-92.5837,1770,Suburban,US/Central,"Solicitor, Scotland",0.0,65,12,Full Time,94296,Separated,F,Yes,10.0,15,1,0,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,No,No,Yes,No,Autopay,3,146.01,443,3,2,4,3,3,3,3,3
4316,X757859,29b5299f-ab2f-409c-9b99-10105bdd9afd,Youngsville,PA,Warren,16371,41.86683,-79.31889,3150,Urban,US/Eastern,Best boy,0.0,53,12,Full Time,66409,Separated,M,Yes,7.0,9,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Check,1,158.86,514,3,4,4,3,3,4,5,4
4317,J552619,7854e8c4-9933-4977-b1dc-8382ec71f9be,Hydesville,CA,Humboldt,95547,40.55752,-124.0812,978,Urban,US/Pacific,"Designer, blown glass/stained glass",4.0,52,11,Full Time,82955,Separated,M,No,10.0,9,2,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,No,No,Autopay,15,106.98,2006,2,3,3,4,2,4,4,2
4318,Y51592,68b3ac8b-d01e-459d-be50-0373f5934c9e,Linville,NC,Avery,28646,36.07917,-81.83919,308,Suburban,US/Eastern,Outdoor activities/education manager,0.0,83,12,Unemployed,41557,Married,F,No,8.0,9,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Autopay,11,147.66,978,5,4,4,3,5,3,4,4
4319,P372865,b147009a-e969-499e-a15d-149721e5abb8,Weldona,CO,Morgan,80653,40.38844,-103.9781,764,Urban,US/Mountain,Architect,4.0,42,0,Full Time,33187,Married,M,Yes,7.0,11,0,0,Yes,Month-to-month,No,No,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Autopay,14,234.87,2394,5,4,4,2,5,4,5,5
4320,W83230,48557a9b-0b0c-403d-b1e0-5deaf7234e8e,Bowdle,SD,Edmunds,57428,45.45234,-99.67794,695,Urban,US/Central,Operational investment banker,1.0,76,12,Unemployed,33187,Widowed,M,No,14.0,10,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Autopay,9,114.14,770,2,2,1,5,4,3,4,3
4321,M791093,bf7b5bff-96d0-4721-bb2c-93e23a7ae204,Wauchula,FL,Hardee,33873,27.56255,-81.77286,13762,Rural,US/Eastern,Financial manager,1.0,27,16,Full Time,39224,Married,F,Yes,6.0,9,1,0,No,One year,Yes,No,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,eCheck,1,231.7,891,1,2,2,4,4,3,3,3
4322,I440271,c1bb6542-ba88-4d01-b343-b79732ce84d2,Uniontown,OH,Summit,44685,40.95995,-81.42424,27842,Suburban,US/Eastern,Plant breeder/geneticist,0.0,37,12,Full Time,88324,Divorced,F,No,7.0,13,1,0,Yes,Month-to-month,No,Yes,None,Yes,No,No,No,Yes,No,No,Yes,Yes,eCheck,5,126.66,703,4,3,2,4,4,4,4,5
4323,P325481,66bb887e-6be4-488e-b6ac-91a1305ed744,Holtville,CA,Imperial,92250,32.82385,-115.2394,8979,Suburban,US/Pacific,"Sound technician, broadcasting/film/video",4.0,81,14,Unemployed,46472,Widowed,F,No,10.0,17,1,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Check,13,200.99,2072,5,5,4,3,2,4,4,5
4324,J68487,1c4c8656-5ef0-40ce-ad2b-403d3a87ba45,South Deerfield,MA,Franklin,01373,42.47292,-72.61562,4634,Suburban,US/Eastern,Health service manager,2.0,45,12,Part Time,114051,Married,M,No,7.0,13,0,1,No,Month-to-month,Yes,No,None,Yes,Yes,Yes,No,No,Yes,No,No,Yes,eCheck,21,127.38,2087,2,2,3,5,4,4,3,5
4325,B724639,42366492-03fa-4960-9185-99f5d85e9f3e,Louisville,KY,Jefferson,40228,38.13551,-85.62829,16182,Suburban,US/Eastern,Armed forces training and education officer,0.0,53,16,Full Time,47866,Married,F,Yes,11.0,16,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Autopay,7,230.27,1064,2,2,2,4,3,3,3,4
4326,O779572,0a69f917-a220-4107-a401-9257278186fd,Mize,KY,Morgan,41352,37.82357,-83.33355,670,Rural,US/Eastern,Health physicist,0.0,37,12,Full Time,33187,Separated,F,Yes,10.0,14,1,0,No,Month-to-month,No,No,DSL,No,No,No,Yes,Yes,No,No,Yes,Yes,Check,5,160.97,1246,5,4,5,2,4,4,5,5
4327,M771410,84f78700-c03d-4ad9-8b21-3ce2ac4549cc,Boone,NC,Watauga,28607,36.21773,-81.65502,35523,Rural,US/Eastern,Accommodation manager,2.0,54,12,Student,23513,Single,M,No,11.0,6,1,1,No,Two Year,No,No,None,Yes,No,No,No,No,No,No,No,No,eCheck,36,78.26,638,5,5,5,4,2,5,5,5
4328,S281786,ad759696-453f-4aea-bf4b-0ef1d67541d9,Hawthorne,FL,Putnam,32640,29.5758,-82.08935,10790,Urban,US/Eastern,"Programmer, systems",0.0,53,12,Full Time,33187,Married,F,No,13.0,11,0,1,Yes,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Autopay,5,207.06,942,2,3,3,2,3,3,2,2
4329,Z411399,3ba3acc2-8930-4ad9-9514-a72a9dcd9198,Torrington,WY,Goshen,82240,42.24072,-104.1792,10489,Rural,US/Mountain,Civil Service fast streamer,2.0,20,12,Student,33187,Married,M,Yes,12.0,9,1,2,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,eCheck,4,255.0,1187,5,4,5,3,3,5,4,5
4330,Z726484,32ba6e2a-9c83-4533-8518-64c9d8f3b5c6,Vergas,MN,Otter Tail,56587,46.64126,-95.86143,1246,Rural,US/Central,Television/film/video producer,0.0,53,12,Full Time,58142,Separated,F,No,41.0,16,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,eCheck,4,189.37,660,5,4,5,4,3,6,5,6
4331,Q314433,5c5787f9-f032-4ad3-afe2-5ef7b9fd644a,Ferndale,WA,Whatcom,98248,48.8659,-122.62,24475,Urban,US/Pacific,Air broker,2.0,72,12,Retired,26965,Divorced,M,Yes,12.0,15,3,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Autopay,3,186.6,3382,3,4,3,4,2,3,4,3
4332,L712758,43338ed1-3160-427c-ae86-b3fc0bcdd20c,Nineveh,IN,Johnson,46164,39.32195,-86.115,4420,Rural,US/Eastern,Estate agent,2.0,79,12,Full Time,22380,Separated,F,Yes,12.0,14,2,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,eCheck,1,210.69,654,4,5,5,3,4,4,4,5
4333,B652550,5cf8c77b-56cb-4e58-8eaa-3bbb6355a848,Santa Cruz,CA,Santa Cruz,95062,36.97258,-121.9901,38028,Rural,US/Pacific,Interior and spatial designer,4.0,85,16,Full Time,37525,Separated,F,No,4.0,12,3,0,Yes,One year,No,Yes,None,Yes,Yes,No,Yes,Yes,Yes,No,No,No,eCheck,36,159.8,678,5,5,4,5,3,5,4,5
4334,H842993,596177b4-e47b-4c13-a301-6781981535bc,Cumberland,RI,Providence,02864,41.97039,-71.41978,34624,Rural,US/Eastern,Agricultural consultant,0.0,72,14,Full Time,12845,Separated,F,No,11.0,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,eCheck,12,150.29,3382,4,5,5,5,4,4,5,4
4335,U970048,471debbf-453a-401c-849e-bc5db7a9363f,Hydes,MD,Baltimore,21082,39.47921,-76.47713,611,Urban,US/Eastern,Scientific laboratory technician,0.0,48,12,Full Time,33187,Separated,Prefer not to answer,No,6.0,11,2,0,No,Two Year,No,No,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Autopay,1,139.18,767,1,3,2,4,2,5,4,4
4336,F64095,be4e0d0f-d824-44db-b437-d84dceaee47b,Delphos,KS,Ottawa,67436,39.27721,-97.73254,746,Suburban,US/Central,Claims inspector/assessor,0.0,33,14,Full Time,38877,Separated,M,No,6.0,16,0,0,No,One year,No,No,DSL,No,Yes,Yes,Yes,No,No,No,No,Yes,Autopay,13,160.88,2119,4,4,3,3,4,3,2,2
4337,J695377,5dca72b6-f52c-4edc-93a5-fa7e359af616,Corpus Christi,TX,Nueces,78406,27.77125,-97.51879,2074,Urban,US/Central,Chiropodist,1.0,22,18,Part Time,96925,Single,M,No,7.0,19,2,0,No,One year,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,eCheck,21,139.89,2520,2,2,1,3,1,3,4,4
4338,Q291482,59cc363d-32e4-46fd-b6ab-1707531bd152,Fall River,MA,Bristol,02723,41.69271,-71.12968,14279,Rural,US/Eastern,"Therapist, drama",8.0,23,12,Full Time,130732,Divorced,M,No,5.0,13,0,0,No,One year,Yes,Yes,None,Yes,Yes,Yes,Yes,No,Yes,No,No,No,eCheck,6,150.48,1165,3,3,2,4,3,4,4,4
4339,K965510,6632a403-a523-47f7-bc77-0705fb346a50,Corbin,KY,Whitley,40701,36.91957,-84.16357,30305,Rural,US/Eastern,Cartographer,1.0,53,14,Full Time,65207,Single,F,Yes,13.0,11,2,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Check,3,130.03,564,2,2,3,3,3,2,2,4
4340,B149716,5e08a7d7-7da3-42ce-b0fa-9081dbc93a72,Prescott,KS,Linn,66767,38.07433,-94.70852,517,Urban,US/Central,"Loss adjuster, chartered",0.0,53,12,Full Time,65564,Divorced,F,Yes,6.0,11,0,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,eCheck,13,229.8,1599,3,4,4,4,3,4,2,4
4341,B179311,c34f4392-459e-46c6-a655-b9db6efe9211,Roselle Park,NJ,Union,07204,40.66531,-74.2665,13568,Rural,US/Eastern,Recruitment consultant,9.0,43,16,Retired,40034,Married,F,No,12.0,17,0,2,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,eCheck,9,150.31,1390,3,3,3,5,2,4,4,3
4342,H548788,1513980d-6111-498e-b83b-175f361a75cf,Ursa,IL,Adams,62376,40.11503,-91.42052,1204,Rural,US/Central,Chartered certified accountant,0.0,52,16,Full Time,42523,Divorced,F,Yes,11.0,11,1,0,No,Month-to-month,No,Yes,None,Yes,No,No,Yes,Yes,No,Yes,No,Yes,eCheck,12,140.52,1419,3,4,3,4,2,4,6,3
4343,I714198,1867b7e9-9a46-4396-985f-cc35a1cfecc9,Second Mesa,AZ,Navajo,86043,35.80718,-110.5331,2838,Urban,US/Mountain,Magazine features editor,1.0,86,16,Part Time,33187,Separated,M,Yes,43.0,11,1,3,No,Month-to-month,Yes,Yes,None,No,No,No,No,Yes,Yes,Yes,Yes,Yes,eCheck,15,226.72,3382,3,3,4,5,2,4,4,4
4344,Y161235,bff9f0d8-96ab-48e6-8609-bf695bdbf1e9,Garner,NC,Wake,27529,35.65233,-78.58172,48833,Rural,US/Eastern,Bonds trader,8.0,54,12,Full Time,18231,Married,F,No,9.0,6,0,1,No,Two Year,No,No,None,Yes,No,Yes,No,No,No,No,Yes,No,Autopay,11,117.84,1380,4,4,4,4,3,4,4,5
4345,Y481533,5c0e1b98-7458-457e-ba99-f6dc239d3bc1,Clanton,AL,Chilton,35046,32.92285,-86.54504,4641,Urban,US/Central,"Accountant, chartered management",0.0,44,16,Full Time,16314,Separated,M,No,11.0,10,0,0,No,Two Year,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,No,No,Check,12,128.58,1638,2,3,2,3,5,2,3,3
4346,G569192,48b1d2bf-bd40-4e62-8372-c844b702d166,Troup,TX,Smith,75789,32.10912,-95.09694,7972,Urban,US/Central,Graphic designer,2.0,74,12,Full Time,18620,Divorced,M,Yes,10.0,7,1,0,No,Month-to-month,Yes,No,DSL,No,No,No,No,Yes,No,No,Yes,No,Autopay,17,139.32,2190,3,4,3,3,3,4,3,4
4347,G581130,2c9840df-ecf3-49c5-ba57-b4fabe128beb,Pennington,TX,Trinity,75856,31.18888,-95.25573,98,Suburban,US/Central,Learning mentor,1.0,53,11,Full Time,44526,Separated,F,No,11.0,10,1,1,No,One year,No,No,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Autopay,19,164.63,2396,4,4,4,3,4,3,3,4
4348,E814583,2355e5ac-f2a4-4a25-99a9-c80a582d52d5,Dexter,NY,Jefferson,13634,44.00948,-76.07737,4049,Rural,US/Eastern,Occupational psychologist,4.0,53,12,Full Time,23184,Widowed,M,No,11.0,10,1,0,Yes,Two Year,No,No,None,Yes,Yes,No,Yes,No,No,Yes,No,No,Autopay,11,159.06,1452,4,3,3,3,4,3,3,3
4349,R496936,155d8a09-5ed0-4215-8f82-90e482dd99b4,Palmetto,GA,Fulton,30268,33.54264,-84.725,10434,Urban,US/Eastern,Web designer,0.0,81,18,Full Time,33187,Separated,F,Yes,12.0,14,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Autopay,2,164.78,866,3,3,4,4,4,3,4,4
4350,B512858,17a1d606-4c19-4c53-babe-5566e6e7b8fd,Lawrenceville,GA,Gwinnett,30043,34.00303,-84.00745,90675,Urban,US/Eastern,Ranger/warden,0.0,83,12,Retired,57119,Separated,M,No,10.0,14,1,3,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,eCheck,8,124.29,3382,3,3,3,4,2,3,3,4
4351,A127838,ea8f9d74-a662-4234-b526-950b66ed3653,Fortuna,CA,Humboldt,95540,40.57865,-124.1365,14305,Urban,US/Pacific,Planning and development surveyor,0.0,68,12,Full Time,33187,Single,F,Yes,9.0,10,0,1,No,Month-to-month,No,No,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Autopay,5,216.84,1445,4,3,5,4,3,3,3,3
4352,L729864,7c15a732-2511-401d-ba37-004b403096c6,New York,NY,New York,10169,40.75439,-73.9761,0,Urban,US/Eastern,Diagnostic radiographer,7.0,53,12,Student,24050,Divorced,M,Yes,8.0,12,1,0,No,One year,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,No,Autopay,7,230.33,1848,4,4,3,4,4,3,4,5
4353,K798028,d24fa2c6-809f-4e59-8f48-9cb5e3753ff2,Jellico,TN,Campbell,37762,36.57706,-84.12601,2845,Urban,US/Eastern,"Surveyor, land/geomatics",3.0,54,14,Full Time,20489,Widowed,F,No,13.0,11,0,2,No,One year,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,eCheck,6,108.18,1149,5,6,4,4,4,5,3,5
4354,S655334,7f619dfc-1aec-466d-a395-fb18c1a8ac41,Dayton,WA,Columbia,99328,46.2566,-117.8655,3709,Urban,US/Pacific,"Therapist, music",0.0,41,12,Full Time,18014,Separated,F,No,12.0,14,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Autopay,6,156.77,742,4,4,4,4,5,4,3,6
4355,N646505,dfe5aa6d-9489-4c01-aba8-c957cbb29ba0,Roseboom,NY,Otsego,13450,42.70192,-74.81032,42,Urban,US/Eastern,"Research officer, trade union",10.0,32,12,Unemployed,36377,Separated,F,Yes,10.0,10,2,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Autopay,8,276.37,1824,2,3,3,4,2,4,4,5
4356,U452069,41c0a732-af2f-4111-9a35-32261f243aa4,Noonan,ND,Divide,58765,48.87743,-103.0398,553,Rural,US/Central,Community pharmacist,0.0,27,12,Part Time,11737,Divorced,M,No,10.0,12,2,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Autopay,17,220.46,2217,3,3,3,4,4,3,3,5
4357,O697874,4eeb07c6-d481-4181-b186-2a4937007320,Coalport,PA,Clearfield,16627,40.75578,-78.49755,2138,Rural,US/Eastern,Race relations officer,0.0,47,16,Student,33187,Single,F,No,14.0,19,2,1,No,One year,Yes,No,None,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Check,31,131.33,2977,5,3,5,3,3,4,5,4
4358,B675944,baa7f3a5-4ee6-473e-8239-41bc3693bf92,Fabius,NY,Onondaga,13063,42.84626,-75.97704,1988,Rural,US/Eastern,Contracting civil engineer,3.0,53,12,Full Time,33187,Widowed,F,No,13.0,18,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,No,No,No,eCheck,23,127.4,2097,4,4,4,4,4,3,4,4
4359,M985747,4345a231-4dc9-4c4a-8bd7-adf18739c82c,Clover,SC,York,29710,35.10647,-81.22035,35157,Suburban,US/Eastern,Learning mentor,3.0,26,8,Retired,20223,Single,M,Yes,14.0,13,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Yes,eCheck,22,183.85,2313,5,4,5,2,5,5,2,3
4360,E607371,78c5e04d-8605-42bd-bc63-55ec2460a323,Attica,MI,Lapeer,48412,43.06289,-83.17081,5036,Rural,US/Eastern,Brewing technologist,2.0,89,12,Student,63155,Widowed,F,Yes,9.0,6,0,0,No,Month-to-month,No,No,DSL,No,Yes,No,No,Yes,No,No,Yes,No,Check,9,172.97,1476,4,4,4,4,2,4,3,4
4361,C656833,f24bf778-2f28-4846-a7ee-e65116e7202a,Branchland,WV,Lincoln,25506,38.20696,-82.18599,4976,Suburban,US/Eastern,Dancer,4.0,40,16,Full Time,26048,Married,M,Yes,13.0,11,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,eCheck,1,231.53,861,3,2,2,5,3,4,3,1
4362,Y672361,0cba85ad-02c2-49b1-b5a2-6653e0c81508,Lucerne,IN,Cass,46950,40.88296,-86.37179,569,Rural,US/Eastern,IT technical support officer,0.0,83,12,Full Time,8568,Married,F,Yes,12.0,12,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,eCheck,2,188.57,497,5,6,6,4,5,4,3,4
4363,B230779,b1b8d060-c989-4bc3-8849-f8a0268226eb,Baldwin Place,NY,Westchester,10505,41.3421,-73.74565,925,Urban,US/Eastern,Politician's assistant,0.0,53,20,Full Time,33187,Single,M,Yes,12.0,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Autopay,7,193.73,896,4,5,5,3,4,4,5,2
4364,I953052,accfd5c4-fe3c-4fa3-aca8-23bf3fefac61,Black Earth,WI,Dane,53515,43.11686,-89.75135,2238,Urban,US/Central,Quarry manager,2.0,89,12,Full Time,4025,Single,F,Yes,10.0,9,0,1,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Autopay,19,266.8,2183,4,3,2,4,3,2,2,3
4365,J192276,47fe648b-3fdb-4a09-9317-42a1b0adbe9a,Cedar,KS,Smith,67628,39.622,-98.99409,124,Suburban,US/Central,Human resources officer,3.0,25,18,Full Time,33187,Divorced,M,Yes,11.0,14,0,2,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,eCheck,7,266.09,1478,2,3,3,4,4,2,3,2
4366,N375820,26b05737-be50-45f7-bcc1-31f10bccdbcf,Silver Star,MT,Madison,59751,45.63289,-112.4783,217,Urban,US/Mountain,Operational investment banker,1.0,40,16,Student,44309,Widowed,F,Yes,10.0,16,1,0,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Autopay,7,186.96,3382,4,4,3,3,4,4,4,4
4367,G307248,4850dae8-93e6-4010-b2a8-b22cbb0959d5,Gray Hawk,KY,Jackson,40434,37.39449,-83.94038,0,Urban,US/Eastern,Barista,0.0,36,14,Full Time,33187,Married,M,Yes,6.0,9,2,0,No,One year,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,No,eCheck,11,165.41,1837,2,3,3,3,4,3,4,3
4368,Z272036,14a923e0-91ad-4874-b8ed-ea5b0933960a,Springdale,MT,Park,59082,45.74188,-110.2249,57,Rural,US/Mountain,Graphic designer,3.0,70,12,Student,33187,Divorced,M,Yes,9.0,10,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Autopay,11,244.4,1597,5,5,5,5,2,6,5,5
4369,H19974,5eba3063-5aca-496e-889b-07614151e1c7,Okreek,SD,Todd,57563,43.36321,-100.3808,265,Suburban,US/Central,Sales promotion account executive,3.0,53,18,Full Time,86374,Married,F,No,9.0,12,1,0,Yes,Two Year,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Check,7,193.72,956,2,3,2,4,4,3,4,4
4370,P555585,7f928d3b-bfc5-4fbe-94b3-fc6a557cf648,Cambria Heights,NY,Queens,11411,40.694,-73.73619,20759,Suburban,US/Eastern,Passenger transport manager,3.0,70,12,Full Time,34260,Single,M,No,15.0,11,1,0,No,Two Year,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,No,Autopay,16,229.55,1981,4,5,4,3,4,4,5,3
4371,D460465,28967090-b761-42f4-a6a1-d06743b1498a,Toledo,OH,Lucas,43615,41.65079,-83.67316,39786,Rural,US/Eastern,"Programme researcher, broadcasting/film/video",4.0,53,8,Full Time,27361,Widowed,M,Yes,9.0,10,0,0,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Check,4,159.7,1097,4,3,5,4,4,3,4,5
4372,U602748,98da71ed-e76e-4b88-a5e8-caa915dc4092,Thompson Falls,MT,Sanders,59873,47.70257,-115.282,3535,Urban,US/Mountain,Magazine features editor,2.0,79,12,Retired,76126,Divorced,M,Yes,10.0,13,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Yes,No,eCheck,14,255.96,1874,3,4,3,4,4,4,2,5
4373,H856152,f5294c1d-3c9e-4443-a6ce-92177a02264f,Mexico,MO,Audrain,65265,39.20146,-91.88455,15059,Rural,US/Central,"Designer, fashion/clothing",2.0,66,14,Retired,33187,Divorced,M,Yes,5.0,8,0,0,No,Month-to-month,No,No,DSL,No,No,Yes,No,Yes,No,Yes,Yes,No,eCheck,19,214.57,2668,4,4,4,4,4,3,4,5
4374,Y264144,7eb30999-82fc-4f77-91e7-92ee3d9bf34e,Maury City,TN,Crockett,38050,35.82965,-89.23309,615,Suburban,US/Central,"Production designer, theatre/television/film",6.0,53,12,Full Time,33187,Divorced,M,No,10.0,10,0,0,No,Two Year,Yes,No,None,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,8,114.22,1077,4,5,4,5,2,4,5,4
4375,N39235,f33e5a31-3032-40c0-953d-764856c5e1a1,Lafayette,TN,Macon,37083,36.54396,-86.00238,15129,Rural,US/Central,Tree surgeon,4.0,25,12,Full Time,33187,Single,M,Yes,11.0,13,3,1,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Autopay,1,152.1,778,4,5,5,4,5,4,2,4
4376,S433940,838601ca-bf21-43f8-af50-8c642fc4e028,Phoenix,AZ,Maricopa,85041,33.38586,-112.1088,62491,Suburban,US/Mountain,Games developer,2.0,34,8,Full Time,134838,Divorced,M,Yes,7.0,12,0,0,No,Two Year,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Autopay,9,200.88,1892,3,3,4,3,3,4,4,4
4377,T626833,65dbefc7-f77b-47f9-886b-614a4ee745dd,Erie,PA,Erie,16503,42.12696,-80.06117,16785,Urban,US/Eastern,Optometrist,0.0,42,12,Full Time,33471,Widowed,F,Yes,11.0,13,1,0,No,Two Year,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Check,36,196.54,1390,5,5,4,2,6,3,3,3
4378,Z161414,e263e92e-3a77-4bc7-a812-2522818bc09f,Hartman,AR,Johnson,72840,35.46177,-93.61585,2181,Suburban,US/Central,Sports development officer,4.0,79,16,Full Time,33187,Widowed,F,Yes,7.0,11,1,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Check,10,267.73,1560,3,4,4,3,5,4,4,5
4379,T541594,21730752-d480-4c95-a174-8335201b3450,Fort Bragg,CA,Mendocino,95437,39.45585,-123.7305,14632,Suburban,US/Pacific,Information officer,2.0,26,16,Full Time,60826,Separated,F,No,11.0,11,1,0,No,One year,Yes,No,None,Yes,No,No,No,Yes,No,No,Yes,No,eCheck,11,126.8,1308,5,5,3,4,3,4,2,5
