CaseOrder,churn,email,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,internet_service_DSL,internet_service_Fiber Optic,contract_One year
5188,0,10,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
5189,0,6,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0
5190,0,11,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0
5191,0,14,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1
5192,0,13,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0
5193,0,12,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
5194,0,7,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0
5195,0,12,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0
5196,1,13,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0
5197,0,17,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0
5198,0,11,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0
5199,0,13,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0
5200,0,10,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0
5201,0,16,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
5202,0,15,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0
5203,0,9,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0
5204,0,12,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0
5205,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5206,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
5207,0,11,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1
5208,0,20,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1
5209,0,11,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1
5210,0,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5211,0,13,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0
5212,0,11,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
5213,0,9,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1
5214,0,10,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
5215,0,10,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
5216,0,8,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0
5217,0,12,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0
5218,0,14,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
5219,0,11,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0
5220,0,11,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0
5221,0,14,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
5222,0,12,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1
5223,0,15,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0
5224,0,18,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0
5225,0,13,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0
5226,0,15,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0
5227,0,13,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0
5228,0,15,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
5229,0,9,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0
5230,0,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
5231,0,11,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
5232,0,13,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
5233,0,17,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
5234,0,20,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0
5235,0,18,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
5236,0,11,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
5237,0,15,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1
5238,0,7,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1
5239,0,13,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0
5240,1,11,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0
5241,0,14,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
5242,0,11,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1
5243,0,8,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0
5244,0,13,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1
5245,1,12,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0
5246,0,9,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1
5247,0,13,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1
5248,0,18,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5249,0,14,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
5250,0,9,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
5251,0,10,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
5252,0,16,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0
5253,0,16,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1
5254,0,9,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0
5255,0,13,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1
5256,0,11,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1
5257,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
5258,1,14,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0
5259,0,14,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
5260,0,9,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0
5261,0,13,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0
5262,0,7,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
5263,1,13,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0
5264,0,13,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
5265,0,14,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
5266,0,15,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
5267,0,10,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0
5268,0,13,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0
5269,1,9,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0
5270,0,10,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0
5271,0,14,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
5272,0,10,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0
5273,0,17,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0
5274,0,13,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1
5275,0,14,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
5276,0,18,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0
5277,0,13,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0
5278,0,12,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0
5279,0,13,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
5280,0,6,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1
5281,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5282,0,6,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0
5283,0,13,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1
5284,0,15,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
5285,0,13,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0
5286,0,12,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
5287,0,15,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
5288,0,8,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
5289,0,15,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
5290,0,12,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0
5291,0,8,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
5292,0,6,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
5293,0,15,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0
5294,0,12,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1
5295,0,14,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0
5296,0,13,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0
5297,0,17,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
5298,0,13,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0
5299,0,11,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
5300,0,9,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
5301,0,15,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5302,0,13,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0
5303,0,10,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
5304,0,13,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1
5305,0,12,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0
5306,1,8,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
5307,0,10,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0
5308,0,13,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
5309,0,14,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
5310,0,9,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
5311,0,12,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0
5312,0,14,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0
5313,0,11,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0
5314,0,13,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0
5315,0,10,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
5316,0,15,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0
5317,0,11,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0
5318,0,11,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0
5319,0,11,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
5320,0,10,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0
5321,0,11,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
5322,0,15,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0
5323,0,16,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0
5324,0,11,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0
5325,0,12,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
5326,0,15,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1
5327,0,10,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
5328,0,12,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
5329,0,9,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
5330,0,11,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1
5331,0,15,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
5332,0,8,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
5333,0,17,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
5334,0,12,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
5335,0,14,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
5336,0,11,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5337,0,7,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0
5338,0,9,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0
5339,0,10,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0
5340,0,12,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0
5341,0,7,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
5342,0,6,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
5343,0,13,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0
5344,0,13,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
5345,0,12,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
5346,0,13,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0
5347,0,11,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0
5348,0,8,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
5349,0,10,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0
5350,0,17,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0
5351,0,10,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
5352,0,11,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1
5353,0,13,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1
5354,0,15,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0
5355,0,11,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
5356,0,10,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1
5357,0,11,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5358,0,13,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
5359,0,12,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0
5360,0,18,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1
5361,0,15,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
5362,0,13,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
5363,0,11,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
5364,1,13,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0
5365,0,12,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1
5366,0,12,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
5367,0,17,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0
5368,0,13,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0
5369,0,10,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
5370,0,11,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
5371,0,15,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1
5372,0,14,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
5373,0,12,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
5374,0,5,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0
5375,0,11,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0
5376,0,9,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
5377,0,11,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
5378,0,14,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1
5379,0,15,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0
5380,0,9,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1
5381,0,9,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0
5382,0,13,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
5383,0,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
5384,0,10,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
5385,0,12,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0
5386,0,9,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1
5387,0,16,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0
5388,0,10,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0
5389,0,13,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5390,0,13,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
5391,0,13,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
5392,0,9,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0
5393,0,13,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1
5394,0,13,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
5395,0,10,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0
5396,0,14,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1
5397,0,10,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0
5398,0,15,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
5399,1,7,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
5400,0,10,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
5401,0,12,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5402,0,13,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
5403,0,10,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0
5404,0,16,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0
5405,0,13,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
5406,0,12,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0
5407,0,7,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0
5408,0,11,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1
5409,0,12,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0
5410,0,14,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0
5411,0,14,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0
5412,0,11,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0
5413,0,10,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0
5414,0,11,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
5415,1,14,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0
5416,0,12,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0
5417,0,7,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1
5418,0,12,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1
5419,0,19,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
5420,0,15,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
5421,0,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
5422,0,11,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0
5423,0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5424,0,11,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0
5425,0,12,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
5426,0,13,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0
5427,1,5,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
5428,0,6,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
5429,0,6,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
5430,0,11,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
5431,0,10,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
5432,0,6,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
5433,0,10,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
5434,0,15,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1
5435,0,13,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
5436,0,11,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
5437,0,20,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0
5438,0,14,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
5439,0,12,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
5440,0,10,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0
5441,0,8,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0
5442,0,17,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0
5443,0,14,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
5444,0,8,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
5445,0,11,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1
5446,0,14,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
5447,0,11,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0
5448,0,11,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0
5449,0,15,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0
5450,0,7,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1
5451,0,15,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0
5452,0,11,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0
5453,0,6,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
5454,0,11,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
5455,0,19,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0
5456,0,12,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1
5457,0,11,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
5458,0,17,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
5459,0,15,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1
5460,1,8,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
5461,0,20,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0
5462,1,11,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
5463,0,10,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
5464,0,16,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0
5465,0,13,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0
5466,0,9,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0
5467,0,11,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0
5468,0,9,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
5469,0,14,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0
5470,0,10,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0
5471,0,12,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
5472,0,13,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
5473,0,13,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0
5474,0,16,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0
5475,0,9,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0
5476,0,9,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
5477,0,10,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0
5478,0,11,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
5479,0,13,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5480,0,12,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
5481,0,10,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
5482,0,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
5483,0,12,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
5484,0,11,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0
5485,0,14,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0
5486,0,12,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
5487,0,16,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
5488,0,16,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
5489,0,13,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0
5490,0,13,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
5491,0,15,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
5492,0,14,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0
5493,0,17,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0
5494,0,12,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0
5495,0,10,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0
5496,0,17,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
5497,0,11,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
5498,1,14,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0
5499,0,14,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
5500,0,19,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
5501,0,18,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
5502,0,11,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0
5503,0,12,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0
5504,0,11,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
5505,0,14,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0
5506,0,7,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0
5507,0,12,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1
5508,0,14,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0
5509,0,8,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0
5510,0,10,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1
5511,0,9,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0
5512,0,11,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0
5513,0,13,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0
5514,0,13,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
5515,0,10,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0
5516,0,16,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0
5517,0,10,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
5518,0,12,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1
5519,1,11,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0
5520,0,13,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
5521,1,15,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0
5522,0,8,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0
5523,0,11,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
5524,0,11,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0
5525,0,12,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0
5526,1,9,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0
5527,0,6,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0
5528,0,14,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0
5529,0,12,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1
5530,0,18,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
5531,0,13,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1
5532,0,8,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0
5533,0,11,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0
5534,0,11,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
5535,0,11,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0
5536,0,10,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0
5537,0,13,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0
5538,0,12,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
5539,0,6,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
5540,0,12,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
5541,0,11,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
5542,1,12,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0
5543,0,10,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0
5544,0,17,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0
5545,0,9,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0
5546,0,12,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0
5547,0,12,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
5548,0,11,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
5549,0,12,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0
5550,0,9,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
5551,0,16,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0
5552,0,11,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1
5553,0,14,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1
5554,0,12,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0
5555,0,12,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0
5556,0,9,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1
5557,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
5558,0,11,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
5559,0,21,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0
5560,0,19,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0
5561,0,11,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
5562,0,16,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0
