CaseOrder,children,age,online_security,monthly_charge,bandwidth_gb_year
5510,3,85,0,137.4836,5245.226834
2002,1,62,1,204.961,570.9128348
886,0,31,1,207.481057,1366.210807
870,0,78,0,179.947583,473.0515906
9689,0,20,1,149.9915,5999.97193
5721,1,88,0,137.4872,5739.929828
357,0,54,0,182.446995,764.2419259
9908,1,26,0,159.965,3999.505021
5452,9,60,0,184.967,5948.856328
8194,2,80,1,107.482,5099.928127
6439,2,49,0,139.9512,5773.715899
7705,8,66,0,162.5005,5544.892096
1276,0,76,1,217.483972,955.0181592
1891,0,49,0,200.132293,1751.848426
8687,0,73,1,219.9902,5338.376401
6569,4,20,1,204.961,5265.888272
9624,10,79,0,172.4567,6432.294015
3564,0,29,0,169.9671,799.8803649
5788,2,22,1,119.9897,4031.48686
4959,2,89,0,255.1336,1975.678599
1547,0,24,1,175.02109,1926.295645
2381,0,72,0,127.4887,1617.794287
3824,3,59,1,207.4811,1575.21359
3233,0,18,0,139.9512,1131.268205
8400,0,65,0,149.9447,5773.964084
3307,2,29,0,137.4616,722.927922
493,0,61,1,129.977753,1197.080651
3500,4,82,0,149.9483,863.2029351
6665,4,31,0,159.965,5065.07831
1117,0,21,0,117.487242,699.4793992
5638,0,86,0,149.9913,4884.456533
8775,8,33,1,225.1457,6089.067076
6147,3,62,1,142.4526,4875.213905
9868,3,48,0,255.1665,5309.98506
8776,2,63,0,127.4601,3838.72543
6708,2,42,1,245.1283,5955.088107
9949,3,77,1,207.4811,5760.776706
7966,7,89,0,124.9607,3807.283723
3646,4,19,0,117.4392,2322.340226
2501,1,60,1,137.4686,459.9710645
5678,2,70,1,139.9861,6104.192973
5242,3,36,0,172.4579,4517.31047
6519,1,30,1,194.9581,4453.928623
2784,2,88,0,210.138,2087.462333
6159,0,40,0,149.9928,6254.208798
3810,1,23,1,174.9919,762.6142063
9429,3,61,0,172.4567,5548.443188
9525,5,55,0,242.6281,6361.936513
8600,1,78,0,202.4433,5614.068087
1697,0,37,0,194.976769,609.6168115
5686,1,46,1,277.6513,5945.934734
8368,3,35,0,192.4885,4951.560917
5940,1,24,1,169.9741,4019.765436
2053,2,87,0,242.6106,1187.716662
1777,3,19,0,232.62403,2954.525101
6561,0,66,0,182.4433,5055.080442
3314,0,24,0,179.9794,1305.850314
4782,0,41,0,159.9476,1589.460591
8539,1,67,1,235.1591,6217.645459
6782,0,57,1,217.484,6073.6103
1593,1,87,1,194.988208,1204.745285
1724,4,26,1,222.665436,1024.224748
216,2,73,0,117.472036,1535.788894
6327,2,61,0,262.6106,6538.478003
8257,0,80,0,182.447,4569.936966
491,2,68,1,130.006414,565.3167155
9134,2,64,1,235.1417,6543.668076
3484,0,35,1,129.9763,1051.602727
5103,1,64,0,235.1372,6131.039453
5188,0,88,1,187.4811,6472.755676
3432,2,27,0,230.1344,1197.221097
9199,0,65,1,119.9568,4934.319062
7711,2,48,0,149.9378,6279.520379
5514,0,64,0,169.9447,4727.689294
26,1,77,0,92.455141,774.2937069
3513,2,42,0,137.4872,1400.209069
2410,0,59,0,187.6094,2147.084163
3271,1,80,1,204.961,1041.036664
5210,2,43,0,92.48802,5877.534771
8712,3,21,0,220.1478,4917.704271
1553,0,28,1,139.95684,628.7420412
9198,2,65,0,159.9349,5893.622644
8622,4,33,0,179.9476,5671.161211
3872,8,66,0,112.4551,1054.031935
3403,0,59,1,152.4624,1060.105051
4530,1,79,1,129.9778,945.5437173
980,0,60,0,162.446995,1040.272445
2656,1,32,0,245.147,2536.53749
1848,0,59,0,147.442069,1294.790222
7965,4,61,1,152.4555,6133.741768
8241,1,46,0,192.4567,4466.695172
7146,7,20,0,147.4738,5718.653054
7300,3,50,1,152.5022,5781.814396
5722,0,48,0,167.4564,4647.66648
516,1,59,0,175.133074,1581.016214
8746,2,41,1,162.4689,4662.416793
8298,2,44,0,192.4705,5549.111256
1103,1,33,1,149.959755,1077.09525
3277,2,85,0,129.9621,734.3603159
7218,1,86,0,137.4872,4147.198681
7390,1,83,1,222.6326,6450.35056
9078,4,42,0,149.9483,5694.946384
8338,1,18,0,124.9607,6108.607607
3997,3,48,0,172.4705,2960.453451
195,0,19,0,202.443347,741.7766988
4712,0,65,0,204.9797,761.3473324
644,4,47,1,222.649979,878.627791
9090,0,87,0,117.4872,5454.520916
3286,9,81,1,204.961,1927.803648
3117,1,75,1,129.9778,2561.675396
6477,3,39,0,182.447,5332.826382
3576,4,56,0,127.4601,1029.623058
9024,1,54,0,210.1051,5027.584509
4321,1,27,1,232.652,891.6297776
9993,1,18,0,137.4392,5001.371216
2208,2,35,0,172.4733,1495.042007
4553,4,48,0,157.4836,558.284596
7317,1,33,1,152.4555,4914.99202
3719,0,62,0,104.9781,707.1891381
973,8,34,1,235.141716,1548.705967
4580,0,66,0,159.9642,562.8048829
720,1,80,0,127.474951,718.0624099
9018,2,53,1,115.0021,5753.585929
6156,2,58,0,112.4551,4792.875751
9431,0,20,1,152.4798,6161.795039
3897,3,74,1,142.4526,1474.927731
2804,0,26,1,202.6362,1481.311788
2567,1,55,0,230.1051,1170.676993
4026,3,36,0,92.45514,1851.710555
6199,1,82,1,152.4952,5485.07682
33,6,82,0,230.105118,1013.993166
8308,1,84,0,167.4564,4724.945111
8832,6,80,0,149.9707,4577.776917
9819,4,34,0,79.97886,5276.417702
4064,1,37,1,154.9755,2574.581362
8949,1,81,1,257.6513,7015.439922
5541,0,51,1,162.4827,5379.145841
1698,1,37,1,164.985293,1882.951404
2793,2,83,1,172.4555,673.8697136
2223,3,73,0,117.4872,1606.689609
5819,0,65,0,252.6378,6171.559833
9663,2,20,0,207.6094,3981.346329
3765,1,22,0,184.9634,1403.371015
3867,0,81,0,117.4858,1437.800807
6422,0,77,0,139.9979,5799.405302
9400,2,24,0,169.9447,5430.887513
8939,5,70,0,147.5031,6056.024801
6672,5,57,1,212.6695,4625.577762
7979,1,60,0,125.0073,5228.641848
3759,0,32,0,192.4885,1066.382948
9775,2,46,1,162.4689,4164.432685
3228,0,87,0,144.9607,1301.332682
7803,2,36,1,149.9598,4885.896119
3924,2,64,1,184.9785,717.8935328
3905,1,75,0,169.9447,826.366889
2278,1,51,0,92.45514,1966.502807
6811,1,26,0,159.9642,4974.850117
1402,3,24,0,255.133571,2383.673575
740,0,88,0,147.442069,248.179366
4267,4,70,0,172.4441,671.4099396
9862,6,41,1,149.9915,4794.939338
7353,3,68,1,162.5007,5766.235014
7519,2,25,0,112.4551,4460.767183
3852,1,29,1,232.6228,1937.879436
8632,1,57,0,182.4608,5569.125917
2662,3,64,0,210.138,1421.06817
6505,1,85,1,129.9598,5770.223241
9800,4,71,0,152.4742,5253.832164
675,4,68,0,159.983006,532.0660282
7106,3,62,1,95.01949,3907.786822
6361,1,40,0,240.1149,4435.063306
3842,5,41,0,230.1344,1647.527241
1816,0,27,0,157.483594,1549.802896
9490,1,80,0,114.9509,5233.838265
9839,2,43,1,207.4673,6193.937954
9202,0,30,0,152.4579,6706.905363
4654,4,77,0,220.1478,1058.563314
8693,3,57,0,182.4608,4745.40142
2101,4,59,1,172.5104,773.1752584
7712,1,62,0,139.9349,6285.15592
1674,1,70,1,194.988208,971.7404705
2102,0,60,0,159.9642,845.9832801
4214,0,80,1,149.9915,775.1851628
6959,0,77,1,202.65,4405.254802
1549,0,30,0,207.609354,1612.238384
9551,3,53,0,92.45514,5790.905465
3324,3,37,0,265.147,887.1803664
9584,1,81,0,147.4564,5695.835152
356,1,37,0,114.950905,1778.431765
5185,4,22,0,137.4684,4946.910016
1462,8,37,0,159.979358,1336.534659
7625,3,54,1,222.6326,6183.792283
9386,4,69,0,127.4601,4688.00861
3221,0,59,0,207.6386,1071.748463
940,1,32,0,139.965008,848.3285479
5148,1,85,1,160.0013,4658.564203
5924,1,30,0,104.9629,5401.772294
7884,0,51,1,130.0064,5604.547333
1752,0,21,1,290.160419,1150.574869
9469,1,65,0,265.147,5128.476246
7598,1,29,0,172.4579,5588.834646
1773,1,68,0,240.114868,764.3624669
1197,1,42,1,152.510442,1251.289889
1879,1,43,0,172.503404,1042.502776
2669,3,40,0,179.9794,1800.326325
3172,0,50,1,140.0342,1109.724061
2017,4,86,1,245.1457,970.5121325
2006,0,18,0,144.9607,278.4405252
8273,3,74,0,152.4907,4907.861735
3894,8,85,0,197.6288,978.0906718
9992,0,52,1,162.4526,4948.48511
3238,1,83,1,142.5156,938.8632527
4425,1,75,0,139.9349,856.222981
4745,3,87,0,179.9656,1684.817133
2079,1,36,0,114.9838,2405.424259
5220,3,61,1,182.497,6051.573796
397,1,82,0,232.637807,1342.310858
2789,1,49,0,102.4746,655.1704765
8878,2,74,0,137.4872,3964.578207
8639,0,80,0,144.9607,4088.428701
4073,0,87,0,147.4738,985.0942314
5575,1,87,0,162.4676,5815.857846
8370,6,79,0,104.9643,4263.127961
9508,1,85,0,204.9634,4364.211589
5356,2,52,1,174.9744,5205.750156
7234,1,46,1,184.9785,5614.133645
9484,4,78,0,220.1323,6119.939852
6821,1,45,0,204.9634,4750.263677
1520,3,19,0,147.460067,1561.767949
8197,1,33,1,245.132,5696.204344
1379,1,67,1,159.987503,596.625449
5673,3,44,0,252.624,6462.182186
1024,1,75,0,157.483594,908.6839372
2588,0,41,1,162.4827,1381.77131
7043,0,55,0,232.6378,5649.459364
5622,2,77,1,210.127,5536.195731
7638,1,83,0,117.4392,5126.88947
5009,2,38,0,127.4421,5870.579573
2858,0,34,1,212.6228,1227.924743
8255,4,68,0,167.4564,5540.602926
5772,2,43,1,129.9915,5771.251702
5843,3,56,0,214.9525,5466.255604
8028,3,76,1,182.4653,5034.929065
5833,0,29,0,129.9483,6590.287954
1630,2,29,0,127.474951,772.3133729
4889,3,43,1,235.1591,1270.455838
4527,0,59,1,154.9755,1015.460451
3524,2,44,1,147.4783,558.9941784
5905,1,35,1,127.4958,5805.233954
7782,4,44,0,182.4433,6716.643947
3608,1,58,0,220.1323,1066.249033
9419,3,88,0,157.4698,3968.64853
5221,1,45,0,160.0122,5617.036978
235,4,19,0,127.474951,1029.489242
7756,0,40,0,149.9845,5144.345915
3797,0,50,0,159.9794,987.7767172
4119,3,88,0,187.656,1542.223736
6319,9,57,0,152.4441,6591.238553
5002,2,61,0,184.9634,5356.543952
3801,2,67,1,159.9875,684.120914
7810,3,35,0,220.1149,5431.77178
3900,8,73,1,162.5299,1473.227973
5025,0,47,0,240.1149,5148.276996
1949,3,55,0,137.487242,590.602719
6362,0,28,0,192.4404,5430.596567
471,2,67,0,192.440432,499.7170655
9945,0,85,0,172.4742,5116.489299
3493,0,38,1,174.9882,1918.9486
6092,1,38,0,162.4676,4570.378779
2672,2,55,0,252.624,924.6142337
9801,1,70,0,134.9801,5915.025109
2225,3,46,0,182.4433,1772.190486
1107,3,65,0,207.638588,1177.735155
2189,0,81,1,222.6326,1641.698648
819,0,83,0,172.44408,1022.516053
5572,3,27,1,162.4689,6284.979187
4524,1,28,0,214.9525,1139.028165
5794,0,37,0,207.6094,6205.48799
9382,3,65,0,147.4713,5640.561409
8781,4,39,0,192.4885,5385.46775
7460,0,19,1,174.9882,6025.961938
2625,5,55,0,147.4421,935.4475784
7095,10,55,0,144.9607,6247.176227
9393,4,68,0,235.1372,5313.315024
9917,3,78,0,162.4538,6013.937985
9120,0,32,0,157.4698,4930.158658
889,0,26,0,194.999168,1557.923129
2438,2,69,0,242.6573,2336.999053
6057,3,18,0,149.9621,5271.168703
7065,0,88,0,192.4404,3385.487772
818,2,80,1,177.48762,1774.586726
8935,2,35,1,200.1465,5390.230602
3415,3,50,0,139.9349,1141.442182
6353,1,21,0,167.4564,5640.198172
2342,0,71,0,149.9776,984.1544122
9030,3,55,0,149.9447,5429.192903
3168,2,59,1,139.9568,1035.265621
1810,1,75,0,255.166453,1313.686109
8036,4,84,0,194.9525,6277.155334
1265,0,79,1,190.159922,847.9561126
5087,1,31,0,147.4421,5718.272878
9676,3,37,1,127.4783,6381.433866
5836,1,39,0,139.9678,5611.04531
5195,1,43,0,210.1518,6242.695434
4450,3,62,1,162.4689,618.6284163
4946,2,58,1,127.482,897.0780053
4046,0,41,0,192.4404,625.8895244
6504,2,19,0,127.4421,5294.782338
3703,1,40,1,195.0062,907.5139744
1036,1,52,1,82.496547,923.420908
9257,4,84,1,140.0013,5747.925597
5591,0,36,0,79.97886,5757.753614
1229,2,48,1,162.500692,720.333405
10000,1,28,1,217.484,5857.586167
6812,1,36,0,105.011,4502.173823
5142,3,45,1,212.6228,5388.100592
53,1,59,0,149.962093,727.3731845
9068,0,67,0,212.6415,5894.022001
8396,0,32,1,207.4673,5777.144351
160,0,83,1,130.024412,1445.752781
7553,1,88,0,112.4551,4841.877582
1588,0,75,1,184.993915,819.3644961
1590,3,60,0,242.657291,1043.299446
9842,3,31,0,117.4392,5794.294165
9329,4,34,0,172.4733,4249.716645
6931,1,35,0,162.4608,6789.002522
6597,1,27,0,129.9483,5437.296776
6175,0,58,0,104.9643,5088.824488
8099,5,83,0,129.9483,5998.804194
3859,1,70,0,187.656,978.4054903
9815,0,26,1,162.4818,5156.018701
6692,6,71,1,129.9763,4530.607391
2829,0,47,1,172.4555,675.3184526
437,2,28,1,95.019486,1270.217581
8275,0,54,0,124.9935,4887.181609
8169,3,78,0,162.447,6304.333517
3879,1,33,0,214.9663,3069.097767
1589,2,56,1,172.462354,760.1061976
2781,1,33,0,124.9935,452.390983
8982,5,69,0,179.9476,6076.522348
8562,1,72,1,175.0211,5141.883254
5687,4,80,0,179.9794,5867.544803
3966,3,29,0,200.1323,2105.034412
4728,4,45,0,104.9629,678.3000196
974,0,72,0,172.440432,863.4623731
1239,2,70,1,217.483972,1283.000223
2952,3,59,0,242.6143,1567.299499
2343,2,38,0,220.1323,731.9309009
6521,1,68,0,137.4392,3673.166054
7311,4,39,1,202.6362,5335.120882
6047,2,67,0,149.9845,5352.745495
2159,0,51,0,240.1149,753.4677251
9289,0,40,0,147.4713,4767.934082
6590,0,44,0,137.4872,5219.170675
1498,1,77,1,187.46728,1243.061143
4546,4,22,1,149.9778,917.1665939
6466,0,37,0,124.9643,4714.487291
4258,2,70,0,104.9629,295.3935883
2423,10,18,0,164.967,1444.44469
8565,1,56,0,172.4441,5663.049118
5186,1,20,0,197.6288,6171.048605
5648,0,21,0,147.4713,4335.611406
358,1,84,1,95.005709,307.018806
5243,1,85,0,149.9447,5341.20171
8012,0,80,0,200.1652,5897.274439
9241,3,37,0,127.4887,5422.646982
2093,0,71,0,192.4404,768.3006696
5410,3,82,0,207.4754,5663.575209
2016,5,55,0,172.4885,2097.707886
9060,3,41,1,147.4783,5332.977438
4045,1,47,0,182.4676,1251.370897
188,1,51,1,152.502178,590.7765801
6859,2,49,0,210.1518,5566.284588
3656,2,22,0,114.9658,2710.699322
3427,5,20,0,242.6281,1172.010209
7195,0,20,1,187.4847,6062.107187
1382,3,82,0,129.948316,3192.755309
7469,2,77,0,147.4601,4173.243596
414,2,21,1,194.958118,1563.848623
5038,1,59,1,197.5169,4549.293713
4898,1,44,0,114.9509,1991.629188
3337,1,23,0,105.011,686.2608911
3607,1,87,1,117.4686,812.4076078
3176,3,47,0,204.9797,1406.621323
2242,1,81,0,169.9378,276.5777606
9709,1,38,0,127.4421,4897.15967
7797,1,51,0,287.6427,6261.840951
257,0,34,0,134.950905,1114.020282
8621,4,25,0,137.4698,5973.523544
201,1,48,0,252.637807,815.194738
2236,4,32,0,220.1185,2157.669912
4744,10,40,0,124.9935,1438.429891
1768,0,44,0,112.455141,242.9947554
4237,0,83,0,127.475,1330.997032
6730,4,60,1,217.4702,5742.488347
8451,0,27,0,139.9349,6438.459484
7278,7,47,0,204.9634,6322.625755
1573,0,34,0,182.460772,723.0321035
25,3,75,1,162.511928,870.76398
3364,8,78,0,230.1344,1504.498094
1089,8,38,1,190.12704,2809.296787
4675,0,57,0,235.1372,1696.720466
2695,0,43,0,117.472,542.7248776
7583,4,73,0,147.4893,5179.444858
3399,4,41,1,127.4958,1107.083954
3560,4,87,0,169.9447,1074.116423
9157,3,28,0,200.1323,6154.993798
2842,2,32,0,169.9447,1323.764927
2312,1,68,0,160.0122,560.0748491
8334,1,78,0,210.138,3784.965371
3235,0,62,0,159.9349,374.4704813
4153,7,85,1,127.4958,1973.062252
1310,1,74,1,154.975543,1460.729298
696,2,53,0,152.44408,930.6501084
9860,3,74,0,157.4698,4970.482123
3753,2,63,0,159.9512,954.1821997
6338,1,88,0,192.4567,5433.979472
1228,2,21,0,202.443347,1060.779533
2000,0,56,1,150.0208,1144.770736
277,1,60,0,137.439154,970.4682919
8177,2,64,0,127.4586,4094.782683
7665,2,59,0,129.9621,4585.928895
5930,4,71,0,92.45514,5449.342554
2954,2,25,1,197.4876,1380.469032
3638,3,60,0,179.9476,1143.379552
3907,2,33,0,157.4836,1062.367672
4779,4,47,0,149.9621,1885.551581
5846,1,50,0,139.983,5475.340643
9699,3,36,1,129.9763,4179.651284
4118,8,25,0,202.4433,1674.101146
7031,1,28,1,129.9598,6659.018754
1138,1,60,0,137.483594,995.1098617
2768,1,52,0,172.4579,1204.289565
2335,1,55,1,154.9919,1475.953048
7707,8,32,0,114.9658,6222.228467
943,4,46,0,139.934918,1965.419062
7663,4,47,1,197.4876,6035.036634
2491,4,29,0,200.1652,1131.789188
9680,4,72,0,124.9607,5243.262555
6291,0,78,1,229.9931,5444.798489
4936,1,65,1,160.0013,1536.961227
3936,0,26,0,202.4433,1080.752449
6957,4,22,0,149.9776,3836.081698
2385,2,72,0,139.9349,1813.71251
116,0,56,1,162.452604,2253.85247
1864,3,21,0,147.471303,1034.69512
9977,0,28,1,265.1283,6303.172568
3120,2,44,1,225.1457,2083.35956
4259,2,32,1,115.0021,1945.332394
6706,4,40,1,174.9755,6023.851747
903,3,77,0,104.962874,1490.383762
2820,2,28,0,220.1615,1829.634417
3823,2,73,0,117.4392,2316.736557
8162,1,74,0,149.9776,5616.608151
6891,1,33,0,192.4567,5916.34346
9091,2,33,1,177.4945,6123.254522
4700,0,30,1,222.65,2020.604314
8919,2,24,1,114.9728,4462.614161
3803,1,41,0,169.9447,1439.393149
6069,4,18,0,172.4579,5685.67988
5811,1,26,0,182.447,5247.01062
3537,0,19,1,184.9785,899.1324428
3826,1,69,0,124.9607,1394.391376
8643,0,42,0,220.1323,5417.413606
8609,0,88,0,147.4893,5654.807301
4811,0,57,0,104.9643,795.7564584
1947,3,81,0,124.97808,390.381346
8601,3,45,0,162.4608,6683.352536
7137,3,22,0,175.1331,6510.690917
5336,1,40,0,169.9378,5050.910171
3489,0,58,0,159.9476,907.3050831
1611,0,29,0,172.456745,901.8793581
7462,6,74,1,257.6513,6047.986921
8474,1,61,0,220.1615,5026.753166
4678,10,34,1,235.1591,1396.329395
4960,1,30,0,127.4887,1961.987049
5868,2,60,0,210.1051,6417.345402
8764,3,45,0,204.9634,3735.933485
4762,0,22,1,184.9785,1053.952202
2195,0,81,0,162.4538,805.2602253
8004,3,41,1,209.9931,6286.671937
5702,0,58,1,265.1283,6503.161137
5114,1,50,0,192.4404,4721.018056
558,1,54,0,169.937833,382.5347203
8066,0,63,1,200.1465,4899.562179
5140,0,63,1,242.6326,5425.51161
1208,4,83,0,137.469817,1577.015173
7034,0,59,1,137.4686,5717.831853
7310,3,57,0,207.6094,5837.413915
1511,3,31,1,175.02109,2138.939088
6770,3,38,0,235.1372,4698.517933
3830,1,86,0,127.4738,2342.458997
3733,5,84,0,159.983,2265.62602
7958,2,85,0,137.4616,4749.988334
3212,4,42,1,144.9889,1399.307542
3631,0,44,1,139.9875,1282.568064
1709,3,45,0,159.947583,2122.146303
1846,3,27,0,187.656013,2171.802329
267,0,24,0,287.642733,1779.309609
5986,2,28,1,222.6654,4677.936927
1141,8,56,1,167.484705,1363.377334
3163,3,87,1,107.4806,406.0999161
6208,2,57,0,207.6094,4769.420216
2047,0,54,1,174.9755,2077.919709
3731,0,24,1,174.9744,1268.042248
1910,1,53,0,144.960655,2167.068284
7308,6,31,0,275.1198,5755.570849
2661,3,41,0,147.4421,707.2606071
657,4,82,0,184.963371,1075.001724
6661,1,35,0,114.9509,5259.782716
1308,4,41,1,137.468591,409.5740796
9430,4,79,1,217.484,6080.672336
999,7,65,0,149.948316,767.8506996
7433,2,36,0,114.9976,4070.801017
2835,2,87,1,184.9853,1418.813901
9179,8,38,0,129.9483,4944.584376
5881,4,89,1,137.4686,6125.821735
1238,1,64,0,184.949594,2536.687205
2152,1,51,0,124.9781,685.3879681
7920,1,81,0,134.9509,4805.808191
9696,3,35,0,230.1051,4024.612201
7190,1,59,0,159.9349,3858.410287
8304,2,25,1,210.1563,6135.261321
6579,1,39,1,172.4624,5778.552531
5092,3,66,0,137.4684,5532.302162
2187,4,19,0,194.9525,2484.205678
1135,5,41,0,147.456419,2287.741972
5005,3,79,0,179.9656,4940.355869
7975,0,59,0,192.4404,4200.226885
1304,1,29,1,164.988941,2576.783187
8469,2,77,0,152.4441,5861.982807
1628,2,43,1,82.496547,631.4316327
9282,0,46,0,172.4404,6645.186507
1523,4,40,0,162.467607,1138.251038
9811,0,58,0,182.4538,4762.326261
359,10,68,0,172.456745,1179.782483
139,4,75,1,255.155493,1925.911722
300,2,68,0,220.132293,1165.564309
1557,3,75,0,172.487091,1380.893387
5100,3,84,1,162.497,6197.152457
383,0,18,1,245.145743,2188.672399
8313,0,73,1,210.127,4809.347606
6949,2,82,0,142.4713,5994.514316
4858,1,21,1,207.4811,1062.404345
3181,2,86,0,172.4871,1170.521193
1440,0,75,0,124.964303,383.5428131
7270,3,85,1,162.4982,6147.295218
5674,3,88,1,162.497,6174.276271
947,0,43,0,117.472036,823.39436
2391,2,37,0,179.9656,490.2102038
5499,4,78,0,220.1185,6283.625527
7074,3,83,0,104.9629,4461.641644
9231,3,49,1,235.1884,4951.211643
2722,0,82,0,124.9643,868.8224639
1933,2,51,0,182.467607,1282.45127
7424,1,63,0,149.9378,5060.874121
3237,1,86,1,152.466,655.4429632
3141,0,18,1,127.4783,1024.393039
4164,3,23,0,114.9509,1628.925715
8889,4,64,1,187.4673,6364.433854
3808,0,83,0,102.4746,813.1772502
9480,0,81,0,149.9483,5163.277727
6984,1,60,0,220.1185,3479.074804
8905,3,89,1,94.97283,6359.030108
9723,3,64,0,169.9378,5304.081927
4155,1,34,0,182.4676,758.5059535
4173,3,36,1,104.9923,2334.936502
797,2,40,0,220.114868,1211.247766
2417,0,23,0,127.4887,878.7758477
7171,1,29,0,159.9656,5910.056992
6140,0,71,0,152.4579,6580.770491
786,0,45,1,129.99153,1523.63262
7068,1,18,0,197.4725,6389.433314
3159,8,35,1,190.127,1621.897996
124,3,35,0,187.656013,1347.869205
9458,1,49,1,152.509,6081.602554
9247,6,64,0,147.4713,4610.018066
2173,0,53,1,197.484,1173.915894
2170,1,86,0,162.447,883.6816755
6881,1,70,0,157.4836,5098.702474
4010,1,52,1,149.9778,458.7691639
9297,1,36,1,115.0021,3789.797735
4341,9,43,0,149.9621,1390.888939
911,2,87,1,162.500692,984.2036034
6269,2,76,0,139.9512,4888.502724
7772,3,40,0,162.4713,6304.569466
2310,1,82,0,179.9476,635.2980162
9659,1,75,0,207.6094,5217.771684
3635,6,19,0,152.4742,1262.175265
1258,8,86,1,120.003499,1976.347042
6592,0,83,0,207.6094,4308.793771
4459,4,40,1,225.1457,1616.617211
6134,0,67,1,182.497,5652.192603
1179,2,85,0,275.119794,1124.637958
4653,3,29,0,79.97886,1069.807995
6219,3,31,0,137.4684,4187.61619
3651,1,69,0,152.4579,1814.711402
443,1,29,0,182.467607,544.12326
3416,0,55,0,230.1344,860.7975297
1400,0,84,1,184.985293,627.3962656
1458,1,73,1,162.498151,1825.848805
7525,2,72,0,149.9378,5354.221755
5745,6,72,0,112.4844,5460.550342
1055,0,30,0,92.488023,551.6881554
8999,0,38,0,137.4698,6396.071626
3276,6,62,0,192.4705,602.3082109
1464,4,27,0,129.948316,1142.173902
3700,3,30,0,172.4871,1945.615058
3760,1,63,0,127.4738,783.7920101
930,0,18,1,152.510442,970.4333183
5512,6,60,0,184.967,5663.31815
6469,2,81,0,197.6288,5495.323342
8413,1,85,0,137.4836,5738.897418
1830,1,59,0,220.132293,955.0519598
2929,1,77,0,194.9663,860.4509841
8296,6,26,0,174.9768,5514.354742
6539,3,83,0,192.4404,6003.545722
4222,6,21,1,95.00571,645.1788133
3547,4,55,1,139.9568,841.9569184
5599,4,79,0,147.4421,3788.951502
8938,1,49,0,184.9797,5741.788806
7319,1,73,0,167.4564,5799.124998
8351,1,43,0,92.48802,3788.13967
2012,1,79,1,130.0064,1903.284724
914,0,48,1,257.63748,1880.78289
8249,1,53,0,220.1615,5780.016925
7266,2,19,0,210.1518,5709.290774
3220,2,28,0,179.9656,557.9519675
2607,0,42,0,252.6378,1362.782508
3265,2,69,1,267.6647,1736.70174
4929,3,60,1,222.6654,2100.528824
8662,3,68,0,182.4608,4271.125651
6565,1,73,1,107.4806,4633.252261
8130,1,24,0,149.9621,6282.728539
7,0,79,0,200.118516,1907.242972
2981,9,38,0,182.4676,885.4473166
6584,2,78,0,184.9634,5856.252247
3362,4,86,0,124.9643,771.0222493
4775,1,89,0,139.983,826.7523349
1944,1,37,1,204.961033,2463.393795
7453,1,70,0,164.967,6428.102346
5500,0,30,0,139.965,4993.628447
1636,1,42,0,200.165175,2692.885423
1142,1,53,1,267.664655,887.2448499
2042,1,84,0,144.9607,783.3606694
6704,5,52,1,202.65,6473.586614
7819,1,32,0,182.4608,4346.289268
2071,3,55,0,207.6386,1045.733553
3135,0,37,0,245.147,1839.782656
5161,7,71,0,220.1149,5168.61323
8332,1,71,0,124.9643,5804.942334
5276,1,29,0,182.4433,4367.354584
2243,0,66,1,210.127,634.6246024
1475,0,84,0,222.628057,1176.40624
8591,0,86,0,114.9509,4114.665387
1890,1,82,0,235.137219,2087.543903
3436,4,49,1,164.9647,1734.660297
7594,3,52,1,162.4653,6607.644904
7746,2,74,0,210.138,6115.858738
3706,8,41,1,142.5007,1697.166405
2022,1,45,0,172.4404,1551.718247
4021,4,57,0,172.4885,1447.593195
8831,2,35,0,255.1372,6174.944351
8444,1,19,0,192.4885,5045.584915
3501,3,26,0,127.4738,2444.542685
2659,6,25,1,142.4827,2058.120961
8457,3,88,0,137.4872,5884.793295
6889,7,62,0,242.6281,5757.952045
1131,1,31,0,137.468388,507.6007948
5558,2,39,1,139.9568,5530.421045
7359,2,26,0,112.4551,3277.279641
1820,2,73,1,184.978458,1234.044483
7539,6,28,0,129.995,5942.9188
9387,4,78,1,217.484,5689.315894
4319,4,42,1,235.1417,2394.464952
9605,6,86,1,154.9755,6314.079222
4145,0,76,0,137.4392,646.3090606
4670,1,47,0,197.6288,1487.997515
1237,0,32,0,159.934918,1660.386663
5477,2,45,0,242.6281,5610.672962
9837,4,35,0,174.9768,4839.828588
1857,4,35,0,144.960655,1338.549194
2283,2,29,0,157.4698,1067.650921
8694,3,22,0,182.4676,6166.262519
9321,1,85,0,114.9509,6075.221267
4094,0,37,1,162.4653,1452.308983
7062,4,56,0,157.4836,5856.007779
5201,1,60,0,139.9512,4113.33849
6402,0,37,1,159.9875,4254.289639
9930,2,37,1,210.1563,5427.886371
3422,1,61,1,129.9763,862.9115483
9270,0,80,0,220.1323,4657.315652
387,4,30,0,149.944668,1718.555203
8549,2,53,0,174.9768,6387.155472
1629,1,41,1,172.462354,933.4257317
3586,0,36,1,187.4673,1420.169187
7413,0,81,0,127.4738,5782.589893
2715,2,20,1,165.0113,2047.681612
7172,5,80,0,129.995,5575.295805
8436,2,68,1,197.484,5961.810975
9322,1,41,1,257.6549,6282.975764
5660,0,22,1,127.4783,6070.299747
3190,8,22,0,255.1336,3186.79335
9969,3,66,0,200.1652,5175.601342
4306,4,77,0,187.6094,2595.464531
